donor,recipient,amount
United States,Saudi Arabia,65119944
United States,Saudi Arabia,65062573
United States,Saudi Arabia,65024636
United States,Saudi Arabia,64992315
United States,Taiwan,64911546
United States,Taiwan,64698317
United States,Thailand,64672631
United States,Thailand,64642878
United States,Thailand,64595570
United States,Thailand,64391067
United States,Thailand,64373702
United States,Saudi Arabia,64351138
United States,Taiwan,64223631
United States,Taiwan,64150629
United States,Taiwan,64032729
United States,Taiwan,64015856
United States,Thailand,63993563
United States,Thailand,63954132
United States,Thailand,63935905
United States,Hungary,63888108
United States,Hungary,63883915
United States,India,63866725
United States,India,63860933
United States,India,63809098
United States,India,63795114
United States,India,63766307
United States,Korea,63586018
United States,Kuwait,63533175
United States,Hungary,63433044
United States,Hungary,63303275
United States,India,63226560
United States,India,63226560
United States,Romania,63074062
United States,Australia,63040215
United States,Thailand,62970814
United States,Poland,62776739
United States,India,62763733
United States,India,62763733
United States,Brazil,62668301
United States,Brazil,62666063
United States,Japan,62634234
United States,Korea,62614828
United States,Romania,62525890
United States,Chile,62243733
United States,Korea,62141919
United States,Brazil,62043259
United States,India,62021691
United States,Japan,61953442
United States,Italy,61930168
United States,Chile,61860879
United States,Colombia,61793333
United States,India,61764490
United States,India,61764490
United States,Poland,61735733
United States,Saudi Arabia,61686127
United States,Saudi Arabia,61657390
United States,Saudi Arabia,61656402
United States,Colombia,61540814
United States,Brazil,61497276
United States,Korea,61417196
United States,India,61342471
United States,Taiwan,61305971
United States,Saudi Arabia,61267127
United States,Saudi Arabia,61251612
United States,Saudi Arabia,60870952
United States,Brazil,60803780
United States,Brazil,60764149
United States,Brazil,60720511
United States,Brazil,60582097
United States,Chile,60551976
United States,Chile,60486151
United States,Colombia,60480239
United States,Poland,60363108
United States,Colombia,60351162
United States,Italy,60351162
United States,Taiwan,60351162
United States,Taiwan,60148398
United States,Thailand,60139321
United States,Thailand,60118957
United States,Korea,60091542
United States,Korea,60080677
United States,Korea,59973333
United States,Korea,59947954
United States,Hungary,59805012
United States,Brazil,59798867
United States,Korea,59678703
United States,Hungary,59597041
United States,India,59524550
United States,India,59412861
United States,India,59395477
United States,Thailand,59349473
United States,Colombia,59337409
United States,Colombia,59326939
Liechtenstein,Austria,59307807
Liechtenstein,Poland,59275743
Liechtenstein,India,59170697
Liechtenstein,Poland,59139618
Liechtenstein,Romania,59122571
Liechtenstein,Hungary,59095924
Liechtenstein,Hungary,59039155
Liechtenstein,Austria,58830379
Liechtenstein,Romania,58763970
Liechtenstein,Romania,58657426
Liechtenstein,Poland,58639076
Liechtenstein,Estonia,58639076
Liechtenstein,Estonia,58635679
Liechtenstein,Lithuania,58605044
Liechtenstein,Poland,58590672
Liechtenstein,Latvia,58533692
Liechtenstein,Romania,58533692
Liechtenstein,Poland,58508842
Liechtenstein,Poland,58419841
Liechtenstein,Italy,58363165
Liechtenstein,Italy,58325578
Liechtenstein,Italy,58325578
Liechtenstein,Italy,58275038
Liechtenstein,Poland,58250990
Liechtenstein,Czech Republic,58209160
Liechtenstein,India,57985717
Liechtenstein,Liechtenstein,57966663
Liechtenstein,Austria,57956162
Liechtenstein,Austria,57904086
Liechtenstein,Romania,57812741
Liechtenstein,Switzerland,57792477
Liechtenstein,Czech Republic,57697235
Liechtenstein,Liechtenstein,57620017
Liechtenstein,India,57611263
Liechtenstein,Germany,57591277
Liechtenstein,Austria,57555712
Liechtenstein,Poland,57549522
Liechtenstein,Poland,57487194
Liechtenstein,Romania,57471796
Liechtenstein,Romania,57460336
Liechtenstein,Romania,57438777
Liechtenstein,Hungary,57391782
Liechtenstein,Romania,57261548
Liechtenstein,Romania,57137850
Liechtenstein,Colombia,57116273
Liechtenstein,Switzerland,57092568
Liechtenstein,Liechtenstein,57040500
Liechtenstein,Hungary,56989248
Liechtenstein,Hungary,56935505
Liechtenstein,Romania,56909353
Slovak Republic,India,56873385
Liechtenstein,Colombia,56861332
Liechtenstein,Finland,56748100
Liechtenstein,Finland,56704879
Liechtenstein,Colombia,56655287
Liechtenstein,India,56590142
Liechtenstein,Switzerland,56556745
Liechtenstein,Switzerland,56500925
Liechtenstein,Italy,56430187
Liechtenstein,Poland,56208481
Liechtenstein,Poland,56133033
Liechtenstein,Czech Republic,56069669
Liechtenstein,Hungary,56061219
Liechtenstein,Romania,55930424
Liechtenstein,Romania,55742269
Liechtenstein,Romania,55724029
Liechtenstein,Colombia,55700122
Liechtenstein,Liechtenstein,55674791
Liechtenstein,Hungary,55670377
Liechtenstein,Poland,55667752
Liechtenstein,Austria,55651856
Liechtenstein,Hungary,55451559
Liechtenstein,Slovak Republic,55352536
Liechtenstein,Romania,55351162
Liechtenstein,Hungary,55327993
Liechtenstein,Czech Republic,55318408
Liechtenstein,Slovenia,55292793
Liechtenstein,Czech Republic,55235218
Liechtenstein,Hungary,55216610
Liechtenstein,Switzerland,55012064
Liechtenstein,Czech Republic,54978395
Liechtenstein,Czech Republic,54947693
Liechtenstein,Czech Republic,54913977
Liechtenstein,Czech Republic,54827384
Liechtenstein,Italy,54779491
Liechtenstein,Poland,54776618
Liechtenstein,Romania,54776618
Liechtenstein,Romania,54776618
Liechtenstein,Czech Republic,54731447
Liechtenstein,Latvia,54617305
Liechtenstein,Lithuania,54514668
Liechtenstein,Poland,54507097
Liechtenstein,Romania,54468011
Liechtenstein,Hungary,54403795
Liechtenstein,Hungary,54344067
Liechtenstein,Germany,54250666
Liechtenstein,Poland,53967029
Liechtenstein,Poland,53889705
Liechtenstein,Romania,53868372
Liechtenstein,Romania,53857988
Liechtenstein,Romania,53806007
Liechtenstein,Hungary,53684396
Liechtenstein,Romania,53668091
Liechtenstein,Romania,53561256
Liechtenstein,Romania,53492797
Liechtenstein,Poland,53471575
Liechtenstein,Thailand,53456513
Monaco,South Africa,53382731
Monaco,South Africa,53364661
Monaco,South Africa,53266185
Monaco,South Africa,53255189
Monaco,South Africa,53178440
Monaco,Portugal,53110602
Monaco,Slovenia,52999895
Chile,United States,52995012
Chile,Brazil,52871977
Chile,Colombia,52784653
Chile,Colombia,52561778
Chile,Colombia,52472400
Chile,Colombia,52430846
Chile,Colombia,52419836
Chile,Colombia,52405226
Chile,Colombia,52213315
Chile,Brazil,52196217
Chile,Colombia,52169997
Chile,Colombia,51973982
Chile,Colombia,51932886
Chile,Colombia,51923884
Chile,Colombia,51841439
Chile,Colombia,51741958
Chile,Colombia,51729214
Chile,Colombia,51685975
Chile,Colombia,51654805
Chile,Colombia,51355383
Chile,Colombia,51332712
Chile,Colombia,51318947
Chile,Colombia,51318594
Chile,Colombia,51298666
Chile,Colombia,51264455
